Visit Number ,Positive culture,sex,Age ,BW,Color,Clarity ,USG,ph,Protein,Glucose,Ketones,Bilirubin,Hemoprotein,Lipid Layer,WBC,RBC
3829CX,0,4,13.3,2.5,Yellow,Hazy,1.02,6,25,0,0,0,250,Pos,3,50
77735EM,1,4,6.9,2.7,Straw,SLHazy,1.009,7,25,50,0,0,10,Pos,100,2
77735EM,1,4,6.9,2.7,Yellow,Hazy,1.008,7,25,0,0,0,150,Pos,50,12
77735EM,1,4,6.9,2.7,Straw,SLHazy,1.008,7,25,0,0,0,10,Negative,20,12
77735EM,1,4,6.9,2.7,Straw,SLHazy,1.009,7,25,50,0,0,10,Pos,100,2
77735EM,1,4,6.9,2.7,Yellow,Hazy,1.008,7,25,0,0,0,150,Pos,50,12
77735EM,1,4,6.9,2.7,Straw,SLHazy,1.008,7,25,0,0,0,10,Negative,20,12
77735EM,0,4,6.9,2.7,Straw,SLHazy,1.009,7,25,50,0,0,10,Pos,100,2
77735EM,0,4,6.9,2.7,Yellow,Hazy,1.008,7,25,0,0,0,150,Pos,50,12
77735EM,0,4,6.9,2.7,Straw,SLHazy,1.008,7,25,0,0,0,10,Negative,20,12
3967CX,0,4,3.4,4.2,Yellow,SLHazy,1.019,5,75,0,0,0,50,Pos,3,5
77765EM,1,2,14.8,2.5,Yellow,Hazy,1.01,5,25,100,0,0,250,Negative,3,18
4472CX,0,2,8.3,5.4,Yellow,Hazy,1.023,7,25,0,0,0,10,Pos,3,5
4686CX,0,4,11.9,5.1,Yellow,Hazy,1.014,7,75,0,0,0,250,Pos,10,50
4736CX,1,4,13.9,2.8,Yellow,Hazy,1.017,6,25,0,0,0,250,Negative,20,100
4795CX,0,2,10.9,4.2,Yellow,SLHazy,1.009,5,25,0,0,0,250,Negative,3,5
77817EM,0,2,5.9,7.3,Other;DARK YELLOW,Cloudy,1.049,8,500,0,0,0,250,Pos,10,100
503547M,0,2,14.9,,Yellow,SLHazy,1.023,6,0,0,0,0,0,Pos,3,2
5369CX,0,4,12.9,6.5,Yellow,SLHazy,1.037,6,25,1000,0,0,0,Pos,3,0
5373CX,1,4,15.9,4,Yellow,Hazy,1.014,5,75,0,0,0,50,Pos,100,8
5409CX,0,2,14,2.7,Yellow,Hazy,1.015,5,0,0,0,0,0,Pos,3,0
77837EM,0,4,15.4,3.1,Yellow,SLHazy,1.011,6,25,0,0,0,250,Pos,3,100
5637CX,1,4,8.5,2.8,Yellow,Cloudy,1.025,7,25,1000,0,0,150,Pos,100,24
5662CX,0,4,17.9,3.4,Yellow,Hazy,1.012,6,25,0,0,0,50,Pos,3,2
5662CX,0,4,17.9,3.4,Yellow,Hazy,1.012,6,25,0,0,0,50,Pos,3,2
77870EM,0,2,14.9,4.1,Straw,SLHazy,1.011,5,25,0,0,0,250,Negative,3,12
5944CX,0,4,1.6,3.3,Red,Opaque,1.062,7,150,0,0,0,250,Pos,50,100
6516CX,0,2,4.7,5.3,Yellow;SLIGHTLY RED,Hazy,1.008,7,150,0,0,0,250,Negative,3,100
6516CX,0,2,4.7,5.3,Yellow;SLIGHTLY RED,Hazy,1.008,7,150,0,0,0,250,Negative,3,100
6516CX,0,2,4.7,5.3,Yellow;SLIGHTLY RED,Hazy,1.008,7,150,0,0,0,250,Negative,3,100
6690CX,0,4,7.9,4.2,Yellow,Cloudy,1.015,6,150,0,0,0,250,Pos,3,18
6704CX,0,4,18.9,4.8,Yellow,Clear,1.022,7,75,0,0,0,10,Negative,10,12
6924CX,0,2,7.9,,Straw,Clear,1.008,6,0,0,0,0,0,Pos,3,1
7187CX,0,4,14.8,3.2,Yellow,Cloudy,1.013,6,25,0,0,0,50,Pos,10,5
7235CX,0,2,6.9,5.4,Yellow,SLHazy,1.024,7,25,0,0,0,0,Pos,3,0
77959EM,0,4,18.9,2.5,Straw,SLHazy,1.008,6,25,0,0,0,250,Negative,3,5
7504CX,1,4,4.2,3.1,Yellow,Cloudy,1.016,8,150,0,0,0,250,Pos,100,100
77974EM,1,2,3.9,7.7,Yellow,Opaque,1.03,6,75,0,0,0,150,Pos,100,8
7965CX,0,4,18,3.3,Yellow,Hazy,1.01,6,0,0,0,0,50,Pos,3,8
77991EM,0,2,11,4.7,Yellow,Hazy,1.012,6,25,0,0,0,250,Negative,3,100
8374CX,1,4,16,4.4,Yellow,Cloudy,1.012,5,25,0,0,0,10,Negative,100,2
8663CX,0,4,7,4.2,Straw,Clear,1.005,7,0,0,0,0,50,Pos,3,5
8850CX,0,2,1.6,3.7,Yellow,Hazy,1.072,7,150,0,0,3,250,Pos,3,100
78063EM,0,2,9,6.7,Red,Cloudy,1.011,8,75,0,0,0,250,Pos,3,100
9162CX,0,2,16,6.5,Straw,Clear,1.01,5,0,0,0,0,250,Negative,10,50
9186CX,0,2,9,7.3,Red,Hazy,1.009,8,75,50,0,0,250,Pos,20,100
9334CX,1,4,4.2,3.2,Yellow,Opaque,1.024,7,500,50,0,0,250,Pos,100,100
220CY,1,4,16,4.4,Yellow,SLHazy,1.012,5,25,0,0,0,10,Pos,100,2
463CY,0,2,11,6.3,Yellow,Cloudy,1.019,7,25,0,0,0,250,Pos,3,100
879CY,0,2,1,4.6,Red,Opaque,1.035,7,500,0,0,0,250,Pos,3,100
1055CY,0,4,4.3,3.3,Straw,Hazy,1.012,7,25,0,0,0,250,Pos,20,100
1369CY,0,2,12,5.1,Yellow,Hazy,1.021,6,75,0,0,0,250,Pos,10,12
78280EM,0,2,16.1,4.9,Yellow,Hazy,1.027,6,25,0,0,0,0,Floc,3,0
1444CY,1,4,17.6,4,Straw,Cloudy,1.023,5,25,1000,0,0,10,Pos,100,12
1446CY,0,4,15.5,3.2,Yellow,Hazy,1.02,6,25,0,0,0,0,Pos,3,0
1799CY,0,2,5.1,5.5,Straw,SLHazy,1.01,5,75,0,0,0,250,Pos,3,18
1906CY,0,2,4,8.5,Straw,Clear,1.006,7,0,0,0,0,250,Negative,3,2
2025CY,0,3,0.3,1,Yellow,Hazy,1.055,7,150,0,0,1,250,Pos,10,100
2165CY,1,4,15.1,2.8,Yellow,SLHazy,1.013,5,0,0,0,0,0,Pos,3,0
2174CY,0,4,8.6,5.5,Yellow,Cloudy,1.023,6,25,0,0,0,250,Pos,3,100
2469CY,0,4,13.6,4.2,Yellow,Hazy,1.02,6,0,1000,0,0,250,Pos,3,100
2526CY,1,4,4.3,3.2,Yellow,Cloudy,1.025,7,150,50,0,0,250,Pos,100,100
2856CY,0,2,12.4,3.3,Yellow,Cloudy,1.04,7,75,0,0,0,250,Floc,3,100
3320CY,0,2,7.1,5.2,Yellow,SLHazy,1.03,7,25,1000,0,0,0,Pos,3,1
3526CY,0,4,9,4.6,Straw,SLHazy,1.007,7,0,0,0,0,50,Pos,3,12
4365CY,0,4,16.2,3.7,Yellow,SLHazy,1.012,7,0,0,0,0,0,Negative,3,0
4384CY,0,2,9.1,3.8,Yellow,SLHazy,1.012,6,75,0,0,0,250,Negative,3,100
4467CY,0,4,4.4,3.2,Yellow,Hazy,1.014,8,75,0,0,0,250,Pos,10,100
4559CY,0,4,12.1,5.3,Yellow,SLHazy,1.02,7,25,0,0,0,250,Pos,3,100
78474EM,0,4,14.1,3.1,Yellow,Hazy,1.021,6,25,0,0,0,250,Pos,3,100
4685CY,0,4,6,3.1,Yellow,Hazy,1.025,6,500,0,0,0,250,Negative,10,12
4697CY,0,2,18.1,3.3,Yellow,Clear,1.013,5,0,50,0,0,10,Pos,3,5
4793CY,0,4,10.1,3.5,Red,Hazy,1.022,7,150,0,0,0,250,Pos,3,100
5042CY,0,2,7.6,9.3,Yellow,Hazy,1.028,7,0,0,0,0,10,Pos,3,5
5362CY,0,4,4.4,3.1,Other;PINK,Cloudy,1.025,7,150,0,0,0,250,Pos,10,100
5381CY,0,4,17.6,4.1,Yellow,SLHazy,1.019,7,0,1000,0,0,0,Pos,3,0
5470CY,0,2,10.9,6.8,Yellow,SLHazy,1.018,6,75,0,0,0,50,Pos,3,12
5718CY,1,4,15.1,3.6,Yellow,Hazy,1.017,5,25,0,0,0,50,Pos,3,50
5827CY,0,4,0,5.9,Yellow,Cloudy,1.052,7,75,0,0,0,0,Pos,3,2
5828CY,1,4,9.1,6,Yellow,Cloudy,1.02,7,25,0,0,0,150,Pos,3,18
5888CY,1,2,17.4,4.4,Yellow,SLHazy,1.012,5,0,0,0,0,0,Pos,3,0
5888CY,1,2,17.4,4.4,Straw,Clear,1.01,7,0,0,0,0,0,Pos,3,0
6095CY,0,4,6.2,7.9,Yellow,SLHazy,1.046,7,25,0,0,0,250,Pos,3,5
6144CY,0,4,4.4,3.2,Yellow,Cloudy,1.012,7,75,0,0,0,250,Pos,3,100
6213CY,0,2,14.2,5.2,Amber,Cloudy,1.064,7,150,0,0,3,250,Pos,3,100
78621EM,0,2,10.2,4.2,Yellow,Hazy,1.017,5,150,1000,15,0,150,Pos,3,18
6620CY,0,2,10.7,3.8,Straw,SLHazy,1.01,5,25,100,0,0,150,Negative,3,0
6621CY,0,2,7.2,4.9,Yellow,Clear,1.006,8,0,0,0,0,250,Negative,3,50
7118CY,0,2,3,5,Yellow;Slightly red,SLHazy,1.009,6,75,0,0,0,250,Negative,3,2
78662EM,0,4,7.9,4.4,Yellow,Clear,1.01,5,0,0,0,0,150,Negative,3,8
78662EM,0,4,7.9,4.4,Yellow,Clear,1.01,5,0,0,0,0,150,Negative,3,8
7321CY,0,2,8.2,4.8,Yellow,Hazy,1.017,6,25,50,0,0,50,Pos,3,8
7619CY,0,2,10,5.3,Yellow,Hazy,1.008,7,0,0,0,0,250,Pos,20,100
78711EM,0,2,8,4.2,Yellow,Hazy,1.015,6,150,0,0,0,250,Pos,3,0
7895CY,0,4,9.2,5.5,Yellow,Hazy,1.016,6,25,0,0,0,250,Pos,3,100
7950CY,0,1,7.2,3.8,Yellow,Cloudy,1.053,7,75,0,0,0,10,Pos,3,2
8057CY,0,4,4.5,3.2,Other;PEACH,Cloudy,1.012,8,75,0,0,0,250,Pos,20,100
8341CY,0,2,13.9,5.6,Yellow,Hazy,1.026,7,25,0,0,0,50,Floc,3,24
8371CY,0,2,1,3.4,Yellow,SLHazy,1.015,7,25,0,0,0,10,Negative,3,5
8564CY,1,4,5.1,2.3,Yellow,Cloudy,1.032,6,25,0,0,0,0,Pos,3,0
8795CY,0,2,5.2,8.6,Red,Cloudy,1.03,7,150,0,0,0,250,Negative,10,100
78825EM,0,2,14.2,6.2,Yellow,Hazy,1.026,6,150,0,0,0,250,Pos,3,100
9161CY,0,4,17.2,2.1,Straw,Clear,1.012,6,25,0,0,0,10,Negative,3,2
9548CY,0,4,7.2,5.6,Yellow,Hazy,1.013,7,0,0,0,0,0,Pos,3,0
9606CY,0,2,8.2,4.5,Yellow,Hazy,1.023,6,75,0,0,0,250,Negative,10,100
9630CY,1,4,12.2,5.9,Yellow,Cloudy,1.019,5,150,0,0,0,250,Pos,100,100
70CZ,0,2,7.2,5.5,Yellow,Hazy,1.029,6,25,50,0,0,10,Pos,3,0
705CZ,0,2,1.2,4.6,Yellow,SLHazy,1.02,6,25,0,0,0,10,Pos,10,5
828CZ,1,4,13.8,4.2,Yellow,Hazy,1.02,6,25,1000,0,0,250,Pos,10,100
1126CZ,0,4,6.7,4.3,Other;PEACH,Cloudy,1.012,6,75,0,0,0,250,Pos,3,100
1257CZ,0,3,0.6,2.9,Yellow,Clear,1.068,7,25,0,0,0,0,Pos,3,0
78983EM,0,2,9.3,6.5,Yellow,SLHazy,1.015,8,25,0,0,3,0,Pos,3,0
1481CZ,0,2,13.3,5.8,Yellow,Hazy,1.027,5,0,1000,0,0,10,Pos,3,5
79039EM,0,4,6.9,5.5,Yellow,Hazy,1.019,6,25,0,0,3,250,Pos,3,2
1978CZ,0,2,11.3,4,Straw,SLHazy,1.012,5,25,0,0,0,50,Pos,3,5
2045CZ,0,4,15.3,3.9,Yellow,Cloudy,1.01,5,25,0,0,0,250,Pos,3,100
2248CZ,0,2,1.5,5.9,Yellow,Cloudy,1.04,7,25,0,0,1,10,Pos,3,5
2282CZ,1,2,5.3,5.2,Yellow,Cloudy,1.035,7,75,0,0,0,250,Floc,100,100
2440CZ,0,4,14,,Yellow,Hazy,1.018,5,25,50,0,0,0,Pos,3,0
2496CZ,0,2,11.3,4.4,Yellow,SLHazy,1.023,7,25,0,0,0,250,Negative,10,100
2904CZ,0,2,8.3,5.6,Yellow,SLHazy,1.013,5,0,0,0,0,250,Pos,3,8
3012CZ,0,4,7.7,5.3,Yellow,Hazy,1.017,7,75,0,0,0,250,Pos,3,100
3174CZ,0,4,4.6,3.3,Yellow,Cloudy,1.014,7,75,0,0,0,250,Pos,3,100
79153EM,0,4,17.8,4.1,Yellow,SLHazy,1.017,6,0,1000,0,0,10,Pos,3,5
3273CZ,0,4,1.7,2,Yellow,Hazy,1.033,7,0,0,0,1,0,Pos,3,0
3343CZ,0,4,12.3,5.8,Yellow,Cloudy,1.022,5,75,0,0,0,250,Pos,50,8
79188EM,1,4,16.3,2.7,Straw,SLHazy,1.009,6,25,0,0,0,10,Negative,10,5
79202EM,0,2,18.3,3.7,Yellow,Clear,1.013,6,25,50,0,0,10,Negative,3,0
3596CZ,0,2,13,6.1,Yellow,Hazy,1.025,7,75,0,0,0,250,Pos,10,100
3669CZ,0,4,6.7,3.4,Yellow,SLHazy,1.039,6,25,0,0,0,0,Pos,10,0
3695CZ,0,4,12.9,5.7,Red,Opaque,1.014,5,150,0,0,1,250,Pos,3,100
3877CZ,0,2,12.3,3.6,Yellow,SLHazy,1.011,5,25,0,0,0,250,Pos,10,2
4074CZ,0,2,18.3,3.7,Other,Cloudy,1.01,6,150,0,0,0,250,Pos,3,0
4327CZ,1,4,17.7,2.8,Yellow,Cloudy,1.022,6,25,0,0,0,10,Pos,100,2
4643CZ,0,2,12.3,4.4,Yellow,SLHazy,1.021,5,0,0,0,0,250,Pos,10,50
4643CZ,0,2,12.3,4.4,Yellow,SLHazy,1.008,7,25,50,0,0,250,Negative,3,24
4643CZ,0,2,12.3,4.4,Yellow,SLHazy,1.021,5,0,0,0,0,250,Pos,10,50
4643CZ,0,2,12.3,4.4,Yellow,SLHazy,1.008,7,25,50,0,0,250,Negative,3,24
4643CZ,0,2,12.3,4.4,Yellow,SLHazy,1.021,5,0,0,0,0,250,Pos,10,50
4643CZ,0,2,12.3,4.4,Yellow,SLHazy,1.008,7,25,50,0,0,250,Negative,3,24
4849CZ,0,4,15.3,4.4,Yellow,Cloudy,1.034,7,75,0,0,0,250,Pos,3,100
5126CZ,0,4,6,5.7,Yellow,SLHazy,1.026,5,75,1000,50,3,10,Negative,3,0
5233CZ,0,2,10.4,9.8,Yellow,Hazy,1.027,6,75,1000,0,0,250,Pos,3,100
5886CZ,0,2,11.4,5.6,Yellow,Hazy,1.045,7,75,0,0,1,150,Pos,10,24
6470CZ,0,2,10.5,5.2,Yellow,Hazy,1.018,7,75,0,0,0,10,Pos,10,5
6769CZ,0,2,8.4,,Yellow,SLHazy,1.049,7,25,0,0,0,10,Pos,3,5
6792CZ,0,2,13.4,4,Yellow,Hazy,1.051,7,25,0,0,0,10,Floc,3,12
7075CZ,0,2,17.1,4.1,Yellow,Hazy,1.013,6,75,0,0,0,250,Pos,3,2
7519CZ,0,2,3.3,6.1,Yellow,SLHazy,1.038,7,25,0,0,0,250,Negative,3,100
7662CZ,0,4,9.4,6.1,Yellow,SLHazy,1.016,8,25,0,0,0,150,Pos,3,5
7909CZ,0,2,17.2,4.7,Yellow,SLHazy,1.012,6,25,0,0,0,0,Negative,3,0
512803M,0,2,11.4,,Yellow,SLHazy,1.017,8,25,0,0,0,250,Pos,3,50
7977CZ,0,2,11.4,5.1,Yellow,Hazy,1.028,6,75,0,0,0,250,Pos,3,100
8319CZ,0,4,13.9,4.3,Yellow,SLHazy,1.016,6,0,0,0,0,10,Pos,3,2
8376CZ,0,4,15.9,4.3,Yellow,Hazy,1.01,7,0,0,0,0,250,Pos,3,100
8377CZ,0,2,17.2,4.9,Yellow,Clear,1.013,6,25,0,0,0,10,Pos,3,12
8807CZ,1,2,14.2,3.2,Yellow,SLHazy,1.016,6,25,0,0,0,250,Negative,10,18
8921CZ,1,3,19.4,2.9,Yellow,Hazy,1.015,6,25,0,0,0,10,Pos,100,12
9251CZ,0,2,14.4,4.2,Straw,Hazy,1.008,6,25,0,0,0,50,Pos,3,8
9253CZ,0,4,17,5.6,Red,Cloudy,1.013,6,150,0,0,0,250,Pos,3,100
9332CZ,0,4,4.7,3.3,Red,Opaque,1.027,7,500,0,0,0,250,Pos,3,100
9391CZ,0,4,4.4,1.3,Straw,Clear,1.008,7,0,0,0,0,10,Pos,3,2
9719CZ,0,2,6.9,7.6,Yellow,SLHazy,1.049,6,75,0,0,0,0,Floc,3,2
9739CZ,0,4,3.4,3.5,Yellow,SLHazy,1.015,7,25,0,0,3,0,Pos,3,2
79744EM,1,2,10.4,7.5,Yellow,SLHazy,1.01,7,25,0,0,0,150,Negative,3,5
1149DA,0,4,2.5,2.6,Straw,SLHazy,1.011,5,500,50,0,0,150,Negative,3,24
1464DA,0,4,12.5,1.9,Straw,Clear,1.008,6,0,0,0,0,50,Negative,3,2
1597DA,0,4,18,2.1,Yellow,SLHazy,1.011,6,25,0,0,0,150,Pos,3,8
1701DA,0,2,9.5,5.9,Yellow,Hazy,1.031,7,75,0,0,0,250,Floc,3,100
2170DA,0,2,9.5,3.9,Yellow,Hazy,1.014,6,150,0,0,0,250,Pos,3,50
2610DA,1,2,7.9,5,Yellow,Hazy,1.024,6,0,0,0,0,0,Pos,10,2
3160DA,1,4,4.8,3.3,Red,Opaque,1.027,7,500,50,0,0,250,Pos,100,100
3394DA,1,2,13.6,3.6,Yellow,Hazy,1.024,5,0,0,0,0,0,Pos,10,0
79901EM,0,4,9.5,6.4,Yellow,SLHazy,1.037,7,75,0,0,6,150,Pos,3,18
3797DA,0,2,1.5,4.6,Yellow,Hazy,1.025,7,25,0,0,0,0,Pos,3,0
3841DA,0,4,12.5,6.1,Yellow,Hazy,1.016,5,75,0,0,0,250,Pos,50,100
3962DA,0,2,0.2,1.7,Yellow,Cloudy,1.062,7,500,0,0,3,250,Pos,10,100
4389DA,0,2,13.6,5.9,Yellow,Hazy,1.033,6,75,1000,50,1,10,Pos,3,1
4726DA,0,4,4.8,3.4,Yellow,SLHazy,1.012,8,75,0,0,0,250,Pos,3,50
4735DA,0,2,0,5.4,Straw,SLHazy,1.011,7,0,0,0,0,50,Negative,3,2
4800DA,0,2,13.6,6.7,Yellow,SLHazy,1.02,7,25,0,0,0,250,Pos,3,100
80147EM,1,2,1.3,6.2,Other;LIGHT PEACH,Hazy,1.009,8,25,0,0,0,250,Pos,10,100
5161DA,0,2,6.6,5.4,Straw,Clear,1.009,6,0,100,0,0,0,Pos,3,0
5161DA,0,2,6.6,5.4,Yellow,Cloudy,1.012,7,75,0,0,0,250,Negative,100,50
5161DA,1,2,6.6,5.4,Straw,Clear,1.009,6,0,100,0,0,0,Pos,3,0
5161DA,1,2,6.6,5.4,Yellow,Cloudy,1.012,7,75,0,0,0,250,Negative,100,50
5218DA,0,4,13.6,,Yellow,SLHazy,1.019,7,25,50,0,0,10,Pos,3,5
80166EM,0,2,5.6,7.3,Yellow,Cloudy,1.034,7,25,0,0,0,250,Pos,3,50
5321DA,0,2,13.6,3.8,Red,Opaque,1.018,7,500,0,5,0,250,Negative,3,100
5359DA,1,4,18.1,4.1,Yellow,SLHazy,1.023,7,0,1000,0,0,0,Pos,20,5
5396DA,0,4,9.1,3.9,Yellow,SLHazy,1.03,6,150,0,0,0,250,Pos,3,50
80183EM,0,2,11.2,3.9,Yellow,Hazy,1.012,6,25,0,0,0,50,Pos,3,18
80183EM,0,2,11.2,3.9,Red,Hazy,1.01,7,75,0,0,0,250,Negative,3,100
80183EM,0,2,11.2,3.9,Yellow,Hazy,1.012,6,25,0,0,0,50,Pos,3,18
80183EM,0,2,11.2,3.9,Red,Hazy,1.01,7,75,0,0,0,250,Negative,3,100
80183EM,0,2,11.2,3.9,Yellow,Hazy,1.012,6,25,0,0,0,50,Pos,3,18
80183EM,0,2,11.2,3.9,Red,Hazy,1.01,7,75,0,0,0,250,Negative,3,100
80183EM,0,2,11.2,3.9,Yellow,Hazy,1.012,6,25,0,0,0,50,Pos,3,18
80183EM,0,2,11.2,3.9,Red,Hazy,1.01,7,75,0,0,0,250,Negative,3,100
5705DA,0,4,14.1,4.3,Yellow,Hazy,1.013,6,0,0,0,0,150,Pos,3,0
80229EM,0,2,12.6,4.4,Other;PEACH,Cloudy,1.022,7,75,0,0,0,250,Pos,3,100
5963DA,0,1,11.4,4.9,Yellow,SLHazy,1.028,6,25,0,0,0,0,Pos,3,2
6192DA,0,2,3.2,6.4,Yellow,Hazy,1.026,7,500,50,0,0,250,Negative,50,100
6466DA,0,4,2.6,4.1,Yellow,Cloudy,1.037,7,75,0,0,0,0,Floc,3,0
80257EM,0,2,3.6,3.3,Yellow,Hazy,1.017,6,0,0,0,0,0,Pos,3,0
516675M,1,4,18.1,,Yellow,Cloudy,1.014,5,25,1000,0,0,10,Negative,50,0
6919DA,0,4,11.9,4.4,Yellow,Clear,1.018,6,25,0,0,3,0,Pos,3,0
7028DA,0,2,2.4,5,Yellow,Hazy,1.014,7,25,0,0,0,150,Pos,3,50
7028DA,0,2,2.4,5,Yellow,Hazy,1.014,7,25,0,0,0,150,Pos,3,50
7001DA,0,2,9.1,4.8,Yellow,Hazy,1.014,6,25,0,0,0,250,Negative,3,100
7001DA,0,2,9.1,4.8,Other;PINK,Hazy,1.008,8,25,50,0,0,250,Negative,3,100
7001DA,0,2,9.1,4.8,Yellow,Hazy,1.014,6,25,0,0,0,250,Negative,3,100
7001DA,0,2,9.1,4.8,Other;PINK,Hazy,1.008,8,25,50,0,0,250,Negative,3,100
7001DA,1,2,9.1,4.8,Yellow,Hazy,1.014,6,25,0,0,0,250,Negative,3,100
7001DA,1,2,9.1,4.8,Other;PINK,Hazy,1.008,8,25,50,0,0,250,Negative,3,100
7397DA,0,4,14.6,2.3,Yellow,Hazy,1.015,5,25,0,0,0,10,Pos,10,5
8107DA,0,4,4.6,,Yellow,SLHazy,1.056,7,25,0,0,0,0,Pos,3,0
8124DA,1,4,7.5,2.2,Red,Opaque,1.037,7,500,0,0,0,250,Pos,20,100
8271DA,1,4,12.6,5.9,Yellow,Hazy,1.013,6,25,0,0,3,250,Pos,10,100
8731DA,0,4,13.6,2.5,Straw,SLHazy,1.022,5,0,1000,0,0,250,Negative,3,50
9168DA,0,4,8.7,2.5,Amber,Cloudy,1.038,7,500,50,15,3,250,Pos,3,2
9433DA,0,2,10.7,5.7,Yellow,Clear,1.009,5,25,0,0,0,10,Pos,3,2
9764DA,1,2,0.5,3.2,Red,Hazy,1.006,7,75,0,0,0,250,Negative,3,100
71DB,0,2,7.7,7.5,Yellow,Hazy,1.047,7,150,0,0,0,250,Pos,20,50
246DB,0,4,15.7,3.5,Other;PEACH,Hazy,1.01,5,150,0,0,0,250,Negative,3,100
290DB,1,4,13.7,2.8,Yellow,SLHazy,1.01,7,25,0,0,0,250,Negative,20,12
798DB,0,4,4.9,3.4,Other;PEACH,Cloudy,1.025,7,150,50,0,0,250,Pos,10,100
1176DB,0,4,13.7,2.7,Other;PINK,Cloudy,1.022,5,75,1000,0,0,250,Negative,3,100
1267DB,1,4,17.2,4.9,Other;LIGHT BROWN,Cloudy,1.01,5,150,0,0,0,250,Negative,100,100
1277DB,0,4,13.7,7.5,Yellow,SLHazy,1.016,6,0,0,0,0,0,Pos,3,0
1300DB,0,2,13.7,5.2,Yellow,Clear,1.015,6,25,1000,0,0,10,Negative,3,2
1442DB,0,2,6,3.9,Yellow,SLHazy,1.051,6,75,0,0,0,10,Pos,3,2
1547DB,0,4,5.5,3.1,Yellow,SLHazy,1.019,6,25,100,0,0,0,Pos,3,0
1578DB,1,2,13.8,3.3,Straw,Cloudy,1.008,8,25,0,0,0,250,Pos,10,50
2425DB,0,4,12.7,,Red,Opaque,1.012,7,150,0,0,0,250,Negative,3,100
2448DB,0,2,13.9,5.1,Other;PEACH,SLHazy,1.015,5,150,0,0,0,250,Pos,3,100
2489DB,1,4,14.7,2.7,Yellow,Cloudy,1.01,6,75,0,0,0,50,Negative,100,12
2628DB,0,2,4.7,3.6,Yellow,SLHazy,1.013,6,75,50,0,0,250,Pos,3,100
2628DB,0,2,4.7,3.6,Yellow,SLHazy,1.013,6,75,50,0,0,250,Pos,3,100
2941DB,0,2,12.7,5,Colorless,Clear,1.01,5,25,0,0,0,50,Negative,3,2
2959DB,0,2,14.7,8.9,Yellow,SLHazy,1.02,7,25,0,0,0,50,Pos,3,18
4192DB,1,2,2.8,6.4,Other;AMBER-BROWN,Opaque,1.053,7,500,0,0,1,250,Pos,10,100
4595DB,0,4,5,3.4,Other;PEACH,Hazy,1.017,7,150,0,0,0,250,Negative,10,100
4792DB,1,4,7.8,6,Other;ORANGE,Cloudy,1.023,8,25,0,0,6,250,Pos,10,50
519760M,0,2,6.4,,Yellow,SLHazy,1.026,7,25,0,0,0,50,Pos,3,5
5409DB,0,4,16.2,3.9,Yellow,SLHazy,1.023,6,25,0,0,0,0,Pos,3,0
5418DB,0,2,4.8,4,Other;PINK,Hazy,1.019,6,150,0,0,0,250,Pos,10,100
6116DB,0,2,12.8,4.9,Other;PEACH,Cloudy,1.023,7,150,0,0,0,250,Pos,3,100
6315DB,0,4,12.8,7,Yellow,Hazy,1.02,8,25,0,0,0,250,Pos,3,100
6395DB,0,2,8.8,6,Straw,SLHazy,1.007,5,25,0,0,0,250,Negative,3,18
7011DB,0,4,1.4,2.8,Other;LIGHT PEACH,Opaque,1.011,6,500,50,0,0,250,Pos,100,100
7011DB,0,4,1.5,2.8,Other;PINK ;LIGHT PEACH,Cloudy,1.01,8,75,0,0,0,250,Pos,100,100
7011DB,0,4,1.4,2.8,Other;LIGHT PEACH,Opaque,1.011,6,500,50,0,0,250,Pos,100,100
7011DB,0,4,1.5,2.8,Other;PINK ;LIGHT PEACH,Cloudy,1.01,8,75,0,0,0,250,Pos,100,100
7011DB,0,4,1.4,2.8,Other;LIGHT PEACH,Opaque,1.011,6,500,50,0,0,250,Pos,100,100
7011DB,0,4,1.5,2.8,Other;PINK ;LIGHT PEACH,Cloudy,1.01,8,75,0,0,0,250,Pos,100,100
7011DB,0,4,1.4,2.8,Other;LIGHT PEACH,Opaque,1.011,6,500,50,0,0,250,Pos,100,100
7011DB,0,4,1.5,2.8,Other;PINK ;LIGHT PEACH,Cloudy,1.01,8,75,0,0,0,250,Pos,100,100
7023DB,0,2,9.3,3.7,Yellow,Hazy,1.014,6,75,0,0,0,150,Pos,3,8
7232DB,0,2,1.5,7.2,Yellow,Hazy,1.04,7,150,100,0,0,250,Pos,20,100
7274DB,1,4,14.8,,Yellow,Hazy,1.015,6,25,0,0,0,10,Pos,20,5
7924DB,0,4,13.8,3.3,Yellow,Cloudy,1.038,6,75,0,0,0,150,Pos,100,50
7971DB,0,4,13.1,5.6,Yellow,SLHazy,1.025,7,25,0,0,0,250,Pos,3,100
7974DB,1,4,15.8,3,Yellow,Cloudy,1.014,5,75,0,0,0,250,Pos,100,100
8247DB,1,2,0.4,2,Yellow,Hazy,1.042,6,25,0,0,0,250,Pos,3,100
8536DB,0,2,7.4,3.4,Yellow,Hazy,1.017,5,75,0,0,0,250,Pos,3,100
8612DB,0,4,17.6,2.9,Yellow,Clear,1.009,6,75,0,0,0,0,Pos,3,0
8956DB,0,2,11.9,4.1,Yellow,SLHazy,1.02,8,25,0,0,0,250,Pos,10,100
9105DB,0,4,1.5,2.3,Straw,Hazy,1.01,8,25,0,0,0,250,Pos,10,100
